"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","ROTATION","SHAPE","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"2LAYF","11111331","ORTH-90","SGC4C","summer22","asynch","Male",28,"English",NA,"USA","I tried my best on each question","2","5","3","I found the label along the Y-axis confusing because it identifies as the Shift Start and Shift End times. I assumed for the purpose of the experiment that the position of the dots was indicative of the start time. I do not understand how the shift end times were graphically represented. ","NA",16.3693833333333,"4","chrome","1680","977","90","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,10.1064166666667,46.645,10.729,139.969,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",11.417,0,-1,"Orthogonal",129.883,0,"Orthogonal",16.649,0,"Orthogonal",33.544,0,-5,6.31515,0,-8,3.79126666666667
"2PQSA","113","TRI-0","SGC4D","winter22","asynch","Male",18,"English","First","United States","I tried my best on each question","3","4","2","","",8.4372,"3","chrome","1920","961","0","TRI",12.9333333333333,-0.611937082525318,8.08974358974359,0,0,12,12,12.5,0.923076923076923,4.80693333333333,22.1858461538462,7.058,70.912,12,0,1,0,0,1,0,0,1,1,"Triangular",38.398,1,1,"Triangular",20.12,1,"Triangular",35.07,1,"Triangular",12.958,5,5,1.82306666666667,7,7.5,2.98386666666667
"2Q16G","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions","4","2","2","This graph hurts my brain","no",15.2078833333333,"1","chrome","1194","710","0","TRI",-0.023084268672504,9.76071428571429,0.478749191984486,0,0,0,0,-11.5,0,11.2748833333333,52.0379230769231,9.781,111.739,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",34.698,0,-1,"Orthogonal",100.813,0,"frenzy",38.159,0,"Orthogonal",45.191,0,-5,4.91621666666667,0,-6.5,6.35866666666667
"2QOKZ","11111221","ORTH-45","SGC4C","summer22","asynch","Female",36,"English",NA,"USA","I tried my best on each question","3","5","4","It took a minute to understand the graph.","no",23.3956333333333,"1","chrome","1600","722","45","ORTH",13,-0.540508511096746,8.08974358974359,0,0,11,13,13,1,18.2051833333333,84.0239230769231,14.84,339.347,13,0,0,0,0,0,0,0,1,1,"Triangular",19.855,1,1,"Triangular",138.989,1,"Triangular",29.458,1,"Triangular",153.318,5,5,5.86025,8,8,12.3449333333333
"2WLTY","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question","5","1","5","","",9.5947,"2.5","chrome","1536","722","0","TRI",4.24331501831502,-0.164913273001508,4.98573926073926,0,0,3,5,4,0.384615384615385,6.93608333333333,32.0126923076923,7.396,68.018,5,1,3,0,4,3,3,1,0,0.5,"Tversky",47.714,1,1,"Triangular",41.094,0,"Orthogonal",68.018,1,"Triangular",38.847,2,2.5,2.32503333333333,3,1.5,4.61105
"304O6","113","TRI-0","SGC4D","winter22","asynch","Female",30,"English","Third","United States","I tried my best on each question","5","2","1","The grid of the time pyramid diagram caused severe eye strain and triggered a migraine.","eye sensitivity problem distinguishing fine lines.",35.9273666666667,"2","chrome","1536","714","0","TRI",0.755920060331825,6.73333333333333,1.953081232493,0,0,1,1,-6,0.0769230769230769,24.8496,114.690461538462,20.214,268.308,1,7,1,0,4,1,1,3,0,-1,"Orthogonal",67.8,0,0,"blank",268.308,0,"Orthogonal",77.174,0,"blank",146.951,1,0,11.6264166666667,0,-6,13.2231833333333
"395C5","113112","TRI-45","SGC4C","summer22","asynch","Female",24,"English",NA,"United States","I tried my best on each question","5","1","1","","",9.08995,"1","chrome","1352","794","45","TRI",9.49691142191142,1.47689075630252,6.73949579831933,0,0,9,9,7,0.692307692307692,6.10508333333333,28.1773076923077,8.409,55.287,9,2,1,0,1,1,1,0,0,-1,"Orthogonal",44.755,0,-1,"Orthogonal",23.564,1,"Triangular",46.921,0,"?",39.59,3,1,2.70763333333333,6,6,3.39745
"3K1VY","11111221","ORTH-45","SGC4C","summer22","asynch","Male",30,"English",NA,"United States","I tried my best on each question","4","2","3","","No",7.41953333333333,"2","chrome","2034","1276","45","ORTH",5.05568181818182,-0.350764921353157,7.23949579831933,0,0,6,6,5,0.461538461538462,5.20516666666667,24.0238461538462,7.751,90.298,6,1,3,0,3,3,3,0,1,1,"Triangular",21.898,0,-0.5,"?",15.049,0,"Tversky",23.537,0,"Orthogonal",21.158,3,3,3.0873,3,2,2.11786666666667
"3MSRJ","11111221","ORTH-45","SGC4C","summer22","asynch","Male",43,"English",NA,"United States","I tried my best on each question","2","5","2","","NA",25.3803333333333,"1.5","chrome","2560","1289","45","ORTH",12.5,-0.47384184443008,7.75641025641026,0,0,12,13,13,1,18.6371333333333,86.0175384615385,20.183,228.517,13,0,0,0,0,0,0,0,1,1,"Triangular",22.965,1,1,"Triangular",98.831,1,"Triangular",55.597,1,"Triangular",228.517,5,5,4.82186666666667,8,8,13.8152666666667
"3N2D2","11111331","ORTH-90","SGC4C","summer22","asynch","Male",43,"English",NA,"USA","I tried my best on each question","3","5","5","Nice study","No",15.9865166666667,"1","chrome","1517","694","90","ORTH",4.62740592740593,-0.21134184443008,7.22209653092006,0,0,3,4,4,0.307692307692308,5.52813333333333,25.5144615384615,11.416,59.031,4,1,5,0,3,5,3,0,0,0.5,"Tversky",59.031,0,0.5,"Tversky",15.363,0,"Tversky",11.416,0,"Orthogonal",22.487,0,1.5,2.48826666666667,4,2.5,3.03986666666667
"3P0OG","11311331","TRI-90","SGC4C","summer22","asynch","Male",33,"English",NA,"United States","I tried my best on each question","4","1","4","It was thought provoking.","",12.0571833333333,"2","chrome","1920","969","90","TRI",1.36073926073926,5.09166666666667,1.65889625080802,0,0,2,2,-4,0.153846153846154,8.8124,40.6726153846154,9.898,133.447,2,5,1,0,5,1,3,2,0,-1,"Orthogonal",14.696,0,-1,"Orthogonal",133.447,0,"Tversky",25.225,0,"?",25.211,0,-4.5,4.30715,2,0.5,4.50525
"3PADQ","111","ORTH-0","SGC3A","fall21","asynch","Female",22,"Other","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",21.9320166666667,"NULL","NULL","NULL","NULL","0","ORTH",-0.510584268672504,9.27724358974359,0.294925662572721,0,0,0,0,-10,0,15.8831333333333,73.3067692307692,13.639,193.304,0,9,1,0,3,1,3,0,0,-1,"Orthogonal",31.01,0,-0.5,"?",193.304,0,"Orthogonal",93.822,0,"Orthogonal",142.898,0,-3,6.3334,0,-7,9.54973333333333
"3UCA1","11111331","ORTH-90","SGC4C","summer22","asynch","Male",33,"English",NA,"United States","I tried my best on each question","3","4","2","","",8.81056666666667,"2","chrome","1536","731","90","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.78366666666667,26.6938461538462,5.779,66.08,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",10.879,0,-1,"Orthogonal",37.449,0,"Orthogonal",11.002,0,"Orthogonal",36.947,0,-5,2.41148333333333,0,-8,3.37218333333333
"3UG8D","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions","2","3","3","","",19.8237,"1","chrome","1440","821","0","TRI",0.119177636089401,11.4333333333333,0.309491488903254,0,0,0,0,-11.5,0,13.70285,63.2439230769231,7.589,197.434,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",85.332,0,-1,"Orthogonal",55.928,0,"Orthogonal",22.084,0,"?",13.361,0,-4,6.55898333333333,0,-7.5,7.14386666666667
"3ZSFP","11311221","TRI-45","SGC4C","summer22","asynch","Female",26,"English",NA,"United States","I tried my best on each question","4","4","3","","",17.3574833333333,"3","chrome","1504","860","45","TRI",8.19940476190476,-0.57384184443008,6.77083333333333,0,0,8,9,9,0.692307692307692,12.9416833333333,59.7308461538462,10.152,148.639,9,0,2,0,2,2,2,0,1,1,"Triangular",25.122,0,-0.5,"?",115.047,1,"Triangular",25.701,1,"Triangular",108.602,2,2.5,3.52671666666667,7,6.5,9.41496666666667
"431GR","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.29108333333333,"NULL","NULL","NULL","NULL","0","ORTH",11.7666666666667,-0.811937082525318,7.33216783216783,0,0,11,11,11,0.846153846153846,4.86775,22.4665384615385,7.681,73.987,11,0,1,0,1,1,1,0,1,1,"Triangular",73.987,1,1,"Triangular",15.118,1,"Triangular",32.776,1,"Triangular",16.396,4,3.5,2.17696666666667,7,7.5,2.69078333333333
"4660Y","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question","3","4","3","","",10.0346166666667,"1","chrome","1311","705","0","TRI",-0.586179506767742,10.7619047619048,-0.217679379444085,0,0,0,0,-12,0,7.0963,32.7521538461538,5.632,159.821,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",11.28,0,-1,"Orthogonal",159.821,0,"Orthogonal",17.843,0,"Orthogonal",60.093,0,-4.5,3.5692,0,-7.5,3.5271
"4B6X2","113","TRI-0","SGC4D","winter22","asynch","Male",18,"English","First","USA","I tried my best on most questions","3","3","4","Sometimes the task felt really dull and not too engaging.","NA",15.7682,"2","chrome","1920","975","0","TRI",0.672749064660829,9.22248168498169,-0.338860159448395,0,0,0,1,-9.5,0.0769230769230769,10.1614166666667,46.8988461538462,4.71,287.855,1,9,0,0,3,0,3,0,0,-1,"Orthogonal",29.285,0,-0.5,"?",99.335,0,"Orthogonal",10.026,0,"?",34.384,0,-4.5,7.53603333333333,1,-5,2.62538333333333
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch","Other-Not Listed",25,"English",NA,"US","I tried my best on each question","5","2","2","","ADHD",10.2909333333333,"1","chrome","1536","754","45","ORTH",-0.455927405927406,10.9230769230769,-0.664350355526826,0,0,0,0,-11.5,0,7.84005,36.1848461538462,3.77,77.164,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",53.196,0,-0.5,"?",77.164,0,"Orthogonal",16.303,0,"Orthogonal",46.21,0,-4.5,4.02976666666667,0,-7,3.81028333333333
"4GNS9","113","TRI-0","SGC4D","winter22","asynch","Female",19,"X-Other","First","Vietnam","I tried my best on each question","3","4","4","The chart was a little bit confusing at first but it gets better as I got used to it.","Nope",11.72685,"2","chrome","1439","736","0","TRI",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.49501666666667,29.977,5.059,84.203,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",19.974,0,-1,"Orthogonal",52.574,0,"Orthogonal",21.823,0,"Orthogonal",62.122,0,-5,2.29261666666667,0,-8,4.2024
"4N2R9","11111331","ORTH-90","SGC4C","summer22","asynch","Other-Not Listed",27,"English",NA,"United States","I tried my best on each question","4","4","4","","No",28.8214833333333,"5","chrome","1504","860","90","ORTH",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,18.7016333333333,86.3152307692308,11.991,227.46,13,0,0,0,0,0,0,0,1,1,"Triangular",166.706,1,1,"Triangular",227.46,1,"Triangular",56.397,1,"Triangular",215.41,5,5,9.85888333333333,8,8,8.84275
"4QQY9","11111331","ORTH-90","SGC4C","summer22","asynch","Female",31,"English",NA,"U.S.A.","I tried my best on each question","5","1","3","","",20.2884666666667,"2","chrome","1366","768","90","ORTH",2.94764402264402,2.45724789915966,4.89880952380952,0,0,3,3,-1,0.230769230769231,13.62585,62.8885384615385,15.199,111.271,3,4,3,0,3,3,3,0,0,0.5,"Tversky",48.822,0,-1,"Orthogonal",59.386,0,"Tversky",111.271,1,"Triangular",83.832,1,0.5,4.90721666666667,2,-1.5,8.71863333333333
"4TALN","11311331","TRI-90","SGC4C","summer22","asynch","Male",33,"English",NA,"USA","I tried my best on each question","3","5","1","No options on the rightmost row were clickable. I tried everything but nothing worked. Thankfully, this only interfered with one of my answers.","No",15.10555,"2","chrome","1920","969","90","TRI",-0.514750935339171,11.9166666666667,0.930672268907563,0,0,0,0,-11.5,0,10.7299166666667,49.5226923076923,7.45,148.658,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",18.419,0,-1,"Orthogonal",148.658,0,"Orthogonal",27.986,0,"Orthogonal",37.767,0,-3.5,5.23545,0,-8,5.49446666666667
"4TVOM","11311331","TRI-90","SGC4C","summer22","asynch","Female",20,"English",NA,"United States","I tried my best on each question","4","2","4","","no",15.3461833333333,"2","chrome","1440","726","90","TRI",0.667229584141349,4.25889625080802,0.362438541850307,0,0,1,1,-7,0.0769230769230769,6.90098333333333,31.8506923076923,6.043,198.023,1,4,0,0,8,0,8,0,0,-1,"Orthogonal",16.149,1,1,"Triangular",13.75,0,"?",29.774,0,"?",14.628,1,-2,1.59938333333333,0,-5,5.3016
"5012K","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","4","2","4","","No.",11.05535,"1","chrome","1440","789","0","TRI",-0.535584268672504,11.4,0.245906054729584,0,0,0,0,-12.5,0,6.93073333333333,31.988,8.153,79.553,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",12.533,0,-1,"Orthogonal",47.018,0,"Orthogonal",41.483,0,"Orthogonal",79.553,0,-4.5,2.37108333333333,0,-8,4.55965
"5380A","113","TRI-0","SGC4D","winter22","asynch","Male",19,"English","Second","United States","I tried my best on each question","1","4","4","N/A","None",12.8113166666667,"1","chrome","1440","821","0","TRI",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.2842,33.6193846153846,8.782,66.554,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",58.398,0,-1,"Orthogonal",60.799,0,"Orthogonal",28.073,0,"Orthogonal",35.656,0,-5,3.69296666666667,0,-8,3.59123333333333
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on each question","4","4","5","","",11.4821333333333,"1","chrome","1920","937","45","ORTH",-0.514750935339171,12.5,-0.146250808015514,0,0,0,0,-13,0,7.56088333333333,34.8963846153846,11.164,78.944,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",16.688,0,-1,"Orthogonal",47.703,0,"Orthogonal",18.395,0,"Orthogonal",78.944,0,-5,1.97868333333333,0,-8,5.5822
"56CG1","11311331","TRI-90","SGC4C","summer22","asynch","Female",47,"English",NA,"USA","I tried my best on each question","3","4","4","","no",16.99735,"2","chrome","1360","768","90","TRI",-0.452250935339171,11.4230769230769,-0.664350355526826,0,0,0,0,-12.5,0,12.5144333333333,57.7589230769231,8.026,318.586,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",23.955,0,-0.5,"?",318.586,0,"Orthogonal",11.8,0,"Orthogonal",81.56,0,-4.5,7.72951666666667,0,-8,4.78491666666667
"56DR6","11311331","TRI-90","SGC4C","summer22","asynch","Female",56,"English",NA,"USA","I tried my best on each question","5","2","1","I could never do that job.  It was very confusing.  Early on, I wanted to click on and answer and the box wouldn't light up... just fyi.","No",14.6121666666667,"1","chrome","1707","738","90","TRI",-0.368917602005837,10.5,-0.0105042016806723,0,0,0,0,-11,0,10.8604833333333,50.1253076923077,6.741,127.779,0,11,0,0,2,0,0,2,0,-1,"Orthogonal",35.78,0,-1,"Orthogonal",127.779,0,"Orthogonal",21.982,0,"Orthogonal",44.824,0,-3,6.94605,0,-8,3.91443333333333
"58GQN","11111331","ORTH-90","SGC4C","summer22","asynch","Female",58,"English",NA,"United States","I tried my best on each question","5","1","2","I really didn't know how to read the schedule. An example would have been helpful.","",14.6265166666667,"1","chrome","1600","757","90","ORTH",1.96024906466083,0.300667959491489,4.02934443007972,0,0,1,1,-1,0.0769230769230769,9.64603333333333,44.5201538461538,8.909,112.397,1,2,5,0,5,5,5,0,0,-1,"Orthogonal",18.452,0,-0.5,"?",21.884,0,"Tversky",59.12,0,"Orthogonal",112.397,0,-1,2.52675,1,0,7.11928333333333
"59MBJ","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fifth","United States","I tried my best on each question","3","4","4","","",16.0821666666667,"1","chrome","1440","821","0","TRI",-0.389750935339171,10.4230769230769,-0.601850355526826,0,0,0,0,-11.5,0,11.5952166666667,53.5163846153846,12.558,157.655,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",23.636,0,-0.5,"?",157.655,0,"Orthogonal",21.73,0,"Orthogonal",74.211,0,-4.5,4.90968333333333,0,-7,6.68553333333333
"5ANUK","11311221","TRI-45","SGC4C","summer22","asynch","Female",19,"English",NA,"United States","I tried my best on each question","5","4","4","","",13.9972166666667,"1","chrome","1440","788","45","TRI",12.5,-0.47384184443008,8.08974358974359,0,0,12,12,11.5,0.923076923076923,11.24935,51.9200769230769,9.48,134.297,12,0,0,0,1,0,1,0,1,1,"Triangular",9.48,1,1,"Triangular",40.335,1,"Triangular",40.292,1,"Triangular",66.903,5,5,3.27673333333333,7,6.5,7.97261666666667
"5ECY7","11111331","ORTH-90","SGC4C","summer22","asynch","Male",34,"English",NA,"United States","I tried my best on each question","4","4","4","","No",26.32265,"2","chrome","1440","714","90","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,21.8545166666667,100.867,12.906,645.459,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",24.389,0,-1,"Orthogonal",645.459,0,"Orthogonal",51.362,0,"Orthogonal",61.099,0,-5,16.3352666666667,0,-8,5.51925
"5EXHC","11111331","ORTH-90","SGC4C","summer22","asynch","Female",25,"English",NA,"USA","I tried my best on most questions","3","2","3","Nothing comes to mind.","NO.",9.91253333333333,"1","chrome","1920","969","90","ORTH",-0.414260739260739,3.38914835164835,1.27380952380952,0,0,0,1,-4.5,0.0769230769230769,6.60028333333333,30.4628461538462,8.96,76.809,1,4,2,0,6,2,5,1,0,-1,"Orthogonal",25.779,0,-0.5,"?",76.809,0,"Orthogonal",16.467,1,"Triangular",18.791,0,-1,3.60213333333333,1,-3.5,2.99815
"5KHY8","11111331","ORTH-90","SGC4C","summer22","asynch","Male",35,"English",NA,"United States","I tried my best on each question","3","4","4","I misunderstood the chart for the first couple of questions so they were most likely incorrect.  Once I understood the chart the answers should have all been correct.","",12.3297166666667,"3","chrome","2560","1297","90","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.1967,33.2155384615385,6.402,76.901,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",14.16,0,-1,"Orthogonal",76.901,0,"Orthogonal",15.866,0,"Orthogonal",25.293,0,-5,4.21941666666667,0,-8,2.97728333333333
"5MQ0T","11311221","TRI-45","SGC4C","summer22","asynch","Female",49,"English",NA,"USA","I tried my best on each question","2","3","4","It took me awhile to read the grid correctly I think.","No",13.1265833333333,"1","chrome","1366","768","45","TRI",8.54599567099567,-0.640508511096746,7.58974358974359,0,0,9,9,10,0.692307692307692,9.3569,43.1856923076923,8.615,228.197,9,0,3,0,1,3,1,0,1,1,"Triangular",23.171,0,-0.5,"?",89.924,0,"Tversky",16.502,1,"Triangular",23.829,2,2.5,3.25323333333333,7,7.5,6.10366666666667
"60FOH","11311221","TRI-45","SGC4C","summer22","asynch","Female",24,"English",NA,"USA","I tried my best on each question","5","2","3","It was really hard to comprehend the graph, I tried my best but I'm not good at graphs.","No",8.0982,"1","chrome","1920","969","45","TRI",3.69017330708507,-0.488264921353157,5.39923507864684,0,0,2,3,2,0.230769230769231,5.00878333333333,23.1174615384615,7.524,42.593,3,0,4,0,6,4,6,0,0,0.5,"Tversky",14.52,0,-0.5,"?",22.387,0,"Tversky",8.78,0,"Tversky",26.946,0,-0.5,1.68956666666667,3,2.5,3.31921666666667
"64MXN","11111331","ORTH-90","SGC4C","summer22","asynch","Male",49,"English",NA,"United States","I tried my best on each question","3","5","2","","no",15.44545,"1","chrome","1203","732","90","ORTH",-0.966536649624885,5.38214285714286,2.55770577461754,0,0,0,0,-6,0,12.6134166666667,58.2157692307692,14.72,182.176,0,6,3,0,4,3,3,1,0,-1,"Orthogonal",14.72,0,-1,"Orthogonal",129.341,0,"Orthogonal",29.374,0,"blank",77.383,0,-1.5,3.63905,0,-4.5,8.97436666666667
"66DH2","11311221","TRI-45","SGC4C","summer22","asynch","Female",21,"English",NA,"USA","I tried my best on each question","3","4","2","","",9.90565,"1","chrome","1920","937","45","TRI",12.5,-0.47384184443008,7.75641025641026,0,0,12,13,13,1,7.011,32.3584615384615,5.83,87.521,13,0,0,0,0,0,0,0,1,1,"Triangular",25.287,1,1,"Triangular",41.26,1,"Triangular",25.402,1,"Triangular",51.966,5,5,2.57585,8,8,4.43515
"67XMW","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on most questions","3","2","3","","",5.98255,"1","chrome","1440","698","0","TRI",-1.08141760200584,9.16425339366516,-0.723173884938591,0,0,0,0,-11.5,0,3.57913333333333,16.5190769230769,3.654,37.1,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",13.76,0,-0.5,"?",37.1,0,"Orthogonal",11.596,0,"?",7.897,0,-4.5,1.67383333333333,0,-7,1.9053
"67Z0V","111112","ORTH-45","SGC4C","summer22","asynch","Female",38,"Spanish",NA,"US","I tried my best on most questions","4","3","3","Can you straighten the graph? It's already a complicated graph to read, don't need the neck pain from angling it to one side for so long. ","",16.2092333333333,"2","chrome","1920","941","45","ORTH",-0.370270415858651,9.83333333333333,-0.600032320620556,0,0,0,0,-10.5,0,10.8479,50.0672307692308,9.184,112.127,0,10,0,0,3,0,1,2,0,-1,"Orthogonal",38.174,0,0,"blank",112.127,0,"Orthogonal",19.554,0,"blank",100.108,0,-3.5,4.51966666666667,0,-7,6.32823333333333
"68C4Y","11111221","ORTH-45","SGC4C","summer22","asynch","Female",20,"English",NA,"United States","I tried my best on each question","2","2","2","","N/A",16.0044666666667,"1","chrome","1536","722","45","ORTH",9.61550116550116,-0.125490196078431,9.16666666666667,0,0,8,8,7.5,0.615384615384615,6.89003333333333,31.8001538461538,6.886,60.015,8,1,2,0,2,2,1,1,0,0.5,"Tversky",49.304,0,-1,"Orthogonal",46.811,1,"Triangular",18.508,1,"Triangular",18.854,2,2,3.84121666666667,6,5.5,3.04881666666667
"694WT","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"Mandarin or Cantonese","Third","Taiwan","NULL","NULL","NULL","NULL","NULL","NULL",29.49675,"NULL","NULL","NULL","NULL","0","ORTH",-0.385584268672504,9.83974358974359,0.412572721396251,0,0,0,0,-10.5,0,22.9039333333333,105.710461538462,9.797,289.179,0,10,1,0,2,1,2,0,0,-1,"Orthogonal",27.273,0,-0.5,"?",289.179,0,"Orthogonal",41.031,0,"Orthogonal",74.222,0,-3,12.4552,0,-7.5,10.4487333333333
"6AVLK","113112","TRI-45","SGC4C","summer22","asynch","Female",23,"Cantonese",NA,"United States","I tried my best on most questions","4","3","3","","",12.6167,"1","chrome","1440","694","45","TRI",11.7772435897436,-0.707175177763413,8.58974358974359,0,0,10,10,11.5,0.769230769230769,8.84216666666667,40.81,8.868,116.931,10,0,3,0,0,3,0,0,0,0.5,"Tversky",48.017,1,1,"Triangular",116.931,1,"Triangular",70.822,1,"Triangular",65.663,3,4,4.1106,7,7.5,4.73156666666667
"6DSH8","11111221","ORTH-45","SGC4C","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on most questions","4","3","2","This was hard. Umm to answer the question, nothing though. ","No",11.37525,"1","chrome","1536","714","45","ORTH",2.57759103641457,3.82626319758673,4.00028280542986,0,0,3,3,-0.5,0.230769230769231,8.74365,40.3553076923077,6.026,151.065,3,4,3,0,3,3,2,1,1,1,"Triangular",17.01,1,1,"Triangular",104.194,0,"Orthogonal",22.167,0,"Orthogonal",38.096,3,4,2.63806666666667,0,-4.5,6.10558333333333
"6FKSW","11311221","TRI-45","SGC4C","summer22","asynch","Other-Not Listed",22,"English",NA,"The United States","I tried my best on each question","4","3","2","","",9.3788,"1","chrome","1600","757","45","TRI",12.5,-0.47384184443008,7.75641025641026,0,0,12,13,13,1,7.16893333333333,33.0873846153846,6.012,93.96,13,0,0,0,0,0,0,0,1,1,"Triangular",11.991,1,1,"Triangular",30.16,1,"Triangular",20.972,1,"Triangular",67.87,5,5,1.58168333333333,8,8,5.58725
"6K8C3","11311221","TRI-45","SGC4C","summer22","asynch","Male",67,"English",NA,"Unite States of America","I tried my best on each question","5","5","4","This representation was intuitively hard, but the ability to make use of it improved with practice.","I have no impairments or disabilities that I believe may have influenced my performance.",16.5466166666667,"1","chrome","1280","800","45","TRI",11.2416666666667,-1.17384184443008,7.62307692307692,0,0,11,11,11,0.846153846153846,11.4046333333333,52.6367692307692,7.534,172.26,11,0,1,0,1,1,1,0,1,1,"Triangular",30.054,1,1,"Triangular",132.946,1,"Triangular",30.796,0,"Tversky",115.281,5,5,6.41223333333333,6,6,4.9924
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch","Male",36,"English",NA,"United States","I tried my best on each question","5","4","2","","",23.52105,"2","chrome","1366","768","45","ORTH",-0.770075757575758,2.49331501831502,-0.0705128205128205,0,0,0,0,-5,0,13.8086833333333,63.7323846153846,16.044,173.431,0,3,1,0,9,1,5,4,0,0,"blank",93.804,0,-0.5,"?",56.27,0,"Orthogonal",48.604,0,"blank",19.221,0,-1,6.73953333333333,0,-4,7.06915
"6S33B","11111331","ORTH-90","SGC4C","summer22","asynch","Female",25,"English",NA,"United States","I tried my best on each question","3","4","4","","no",10.2562,"2","chrome","1269","708","90","ORTH",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.11116666666667,32.8207692307692,6.892,92.852,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",14.29,0,-1,"Orthogonal",92.852,0,"Orthogonal",17.905,0,"Orthogonal",35.826,0,-5,3.31521666666667,0,-8,3.79595
"6SSQ2","11311331","TRI-90","SGC4C","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on most questions","4","2","2","","",5.24188333333333,"1.5","chrome","1536","714","90","TRI",0.144667832167832,0.143910256410256,1.9375,0,0,0,0,0.5,0,3.72136666666667,17.1755384615385,2.974,58.985,0,0,3,0,10,3,2,8,0,0.5,"Tversky",12.482,0,0.5,"Tversky",28.625,0,"Tversky",13.063,0,"blank",27.697,0,1,1.12536666666667,0,-0.5,2.596
"6YNOF","113112","TRI-45","SGC4C","summer22","asynch","Male",42,"English",NA,"United States","I tried my best on each question","4","4","4","It was a challenge understanding how the graph operated at first.","None",12.4537666666667,"1","chrome","1536","714","45","TRI",11.6666666666667,-1.25003232062056,8.08974358974359,0,0,11,11,11,0.846153846153846,6.38596666666667,29.4736923076923,8.412,91.202,11,0,1,0,1,1,1,0,1,1,"Triangular",21.174,1,1,"Triangular",36.73,1,"Triangular",36.692,1,"Triangular",21.337,5,5,2.77101666666667,6,6,3.61495
