"subject","condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","pretty_condition","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_rt","item_test_NABS","item_test_rt"
"RGJZL","121","spring18","lab-synch","Other",21,"Spanish","Third","Mexico","NULL","NULL","NULL","NULL","NULL","NULL",14.7577833333333,"impasse",0.449967679379444,7.93333333333333,-0.801012712777419,1.84615384615385,0,1,1,-9,8.11568333333333,37.457,8.728,126.678,1,8,0,1,3,0,2,1,0,"Satisfice",29.966,0,"?",126.678,0,"Orthogonal",22.391,0,"Orthogonal",50.607,1,220.83,0,266.111
"RVTK3","111","winter22","asynch","Male",21,"English","Fourth","USA","I tried my best on each question","3","4","5","The letters are a little small on the graph.","",7.12755,"control",13,-0.535746606334842,8.08974358974359,0,0,13,13,13,3.3851,15.6235384615385,5.898,29.074,13,0,0,0,0,0,0,0,1,"Triangular",20.582,1,"Triangular",14.911,1,"Triangular",25.355,1,"Triangular",14.077,5,71.175,8,131.931
"S0WU7","121","fall21","asynch","Female",22,"English","Fifth","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.7344,"impasse",8.94615384615385,0.157843137254902,7.08974358974359,1.6978021978022,0,9,9,7.5,9.9158,45.7652307692308,6.924,128.716,10,1,0,1,1,0,1,0,1,"Triangular",56.54,0,"Satisfice",122.627,1,"Triangular",47.439,0,"Triangular",55.961,4,349.904,5,245.044
"S4G9E","111","spring18","lab-synch","Female",21,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.89913333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,5.94081666666667,27.4191538461538,7.765,62.611,0,13,0,0,0,0,0,0,0,"Orthogonal",29.268,0,"Orthogonal",52.639,0,"Orthogonal",15.457,0,"Orthogonal",36.979,0,143.558,0,212.891
"S4T2X","121","winter22","asynch","Female",22,"English","Fourth","usa","I tried my best on each question","2","4","3","n/a! really liked it","",11.5459333333333,"impasse",0.588062917474682,5.87083333333333,0.332915858651153,1.34615384615385,0,1,1,-7.5,6.92551666666667,31.9639230769231,6.276,105.596,1,6,1,2,3,1,2,1,0,"Satisfice",61.135,1,"Triangular",14.12,0,"Orthogonal",21.451,0,"Orthogonal",16.108,1,166.706,0,248.825
"S8NY4","111","fall21","asynch","Male",22,"Other","Fourth","China","NULL","NULL","NULL","NULL","NULL","NULL",10.8955333333333,"control",0.38865815556992,7.98974358974359,0.639221073044602,0,0,1,1,-8.5,7.66623333333333,35.3826153846154,12.135,95.332,1,9,1,0,2,1,2,0,0,"Orthogonal",44.561,1,"Triangular",20.084,0,"Orthogonal",27.449,0,"?",47.97,1,140.639,0,319.335
"SAAFX","121","fall17","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",10.2311666666667,"impasse",11.8666666666667,-0.775490196078431,7.50641025641026,0.697802197802198,0,12,12,11.5,4.77176666666667,22.0235384615385,5.528,72.746,12,0,0,0,1,0,1,0,1,"Triangular",29.91,1,"Triangular",24.837,1,"Triangular",39.784,1,"Triangular",12.029,5,116.888,7,169.418
"SG6TQ","111","fall21","asynch","Male",21,"Other","Third","Vietnam","NULL","NULL","NULL","NULL","NULL","NULL",10.1454666666667,"control",1.04699148890325,4.77724358974359,1.45697317388494,0,0,2,2,-5.5,7.73601666666667,35.7046923076923,8.324,110.789,2,6,1,0,4,1,4,0,0,"Orthogonal",62.578,1,"Triangular",13.317,0,"Orthogonal",27.307,1,"Triangular",13.809,1,178.809,1,285.352
"SGTQJ","111","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.77763333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,5.53008333333333,25.5234615384615,3.292,63.989,0,13,0,0,0,0,0,0,0,"Orthogonal",54.902,0,"Orthogonal",32.095,0,"Orthogonal",9.352,0,"Orthogonal",27.96,0,133.602,0,198.203
"SKPWA","111","winter22","asynch","Female",20,"Korean","Second","United States of America","I tried my best on each question","4","2","4","","No",9.74928333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,6.40191666666667,29.5473076923077,5.776,74.351,0,13,0,0,0,0,0,0,0,"Orthogonal",25.048,0,"Orthogonal",74.351,0,"Orthogonal",10.968,0,"Orthogonal",32.732,0,193.9,0,190.215
"STJP3","111","fall21","asynch","Male",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.24343333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,6.46876666666667,29.8558461538462,5.435,90.977,0,13,0,0,0,0,0,0,0,"Orthogonal",32.404,0,"Orthogonal",90.977,0,"Orthogonal",16.137,0,"Orthogonal",36.316,0,202.355,0,185.771
"SV1K5","111","fall21","asynch","Male",21,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.34288333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,6.55046666666667,30.2329230769231,10.337,72.391,0,13,0,0,0,0,0,0,0,"Orthogonal",14.688,0,"Orthogonal",53.012,0,"Orthogonal",36.954,0,"Orthogonal",41.152,0,139.773,0,253.255
"T5SHZ","121","spring18","lab-synch","Female",20,"English","Other","USA","NULL","NULL","NULL","NULL","NULL","NULL",16.4490833333333,"impasse",11.8619047619048,-0.275490196078431,6.43498168498169,1.76923076923077,0,11,11,11,7.52578333333333,34.7343846153846,12.8,124.811,12,0,0,1,0,0,0,0,0,"Satisfice",66.132,1,"Triangular",50.223,1,"Triangular",30.573,1,"Triangular",35.897,4,273.931,7,177.616
"T8OB0","111","winter22","asynch","Male",18,"English","First","United States","I tried my best on each question","2","5","4","I initially read the graph differently than I did in the end and did not understand the triangle structure at first.","",11.8846333333333,"control",13,-0.535746606334842,8.08974358974359,0,0,13,13,13,5.85373333333333,27.0172307692308,7.963,94.325,13,0,0,0,0,0,0,0,1,"Triangular",82.138,1,"Triangular",13.688,1,"Triangular",28.162,1,"Triangular",12.457,5,155.904,8,195.32
"TAEHJ","121","winter22","asynch","Other-Not Listed",22,"English","Fourth","United States","I tried my best on each question","3","3","4","","",17.1030333333333,"impasse",0.659491488903254,8,-0.658155569920276,-0.230769230769231,0,1,1,-8,11.4479333333333,52.8366153846154,9.039,175.085,1,8,0,0,4,0,2,2,0,"blank",108.269,1,"Triangular",19.931,0,"Orthogonal",29.667,0,"Orthogonal",109.338,1,234.544,0,452.332
"TBQB2","121","fall21","asynch","Male",20,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",7.39743333333333,"impasse",11,-0.208823529411765,5.50641025641026,0.846153846153846,1,8,11,11,3.71255,17.1348461538462,5.919,44.792,11,0,0,0,2,0,0,2,0,"blank",38.943,1,"Triangular",18.069,1,"Triangular",13.506,1,"Triangular",6.609,3,131.44,8,91.313
"TCS5Z","121","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions","5","3","5","","",6.15418333333333,"impasse",0.0825684119801767,5.2375,1.4812675070028,0.846153846153846,0,1,1,-5,3.87893333333333,17.9027692307692,3.43,36.338,1,5,2,1,4,2,2,2,0,"blank",19.29,0,"Satisfice",14.261,0,"Orthogonal",14.552,0,"Orthogonal",28.874,0,87.061,1,145.675
"TD0NU","111","fall21","asynch","Female",21,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.74518333333333,"control",-0.452250935339171,11.4230769230769,-0.664350355526826,0,0,0,0,-12.5,6.34816666666667,29.2992307692308,5.295,58.943,0,12,0,0,1,0,1,0,0,"Orthogonal",25.579,0,"?",58.943,0,"Orthogonal",16.887,0,"Orthogonal",37.96,0,163.825,0,217.065
"TVQKD","121","spring18","lab-synch","Female",21,"English","Fourth","usa","NULL","NULL","NULL","NULL","NULL","NULL",13.3419666666667,"impasse",7.4353021978022,0.657843137254902,4.29555860805861,0.185897435897436,0,7,7,4,10.0751,46.5004615384615,8.561,87.04,7,0,0,1,5,0,4,1,0,"blank",70.878,0,"?",87.04,1,"Triangular",28.56,1,"Triangular",68.915,1,299.796,6,304.71
"TX10R","111","fall17","lab-synch","Male",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.4999,"control",0.172749064660829,11.4375,-0.0874272786037492,0,0,0,0,-11,8.14655,37.5994615384615,7.468,94.11,1,12,0,0,0,0,0,0,0,"Orthogonal",26.552,0,"Orthogonal",90.949,0,"Orthogonal",18.647,0,"Orthogonal",94.11,0,253.224,0,235.569
"U820R","111","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.89985,"control",-0.581417602005837,10.7897435897436,-0.723173884938591,0,0,0,0,-12,10.6979833333333,49.3753076923077,6.942,196.651,0,11,0,0,2,0,2,0,0,"Orthogonal",18.22,0,"?",196.651,0,"Orthogonal",24.05,0,"Orthogonal",40.486,0,318.99,0,322.889
"UH8DS","121","fall21","asynch","Female",20,"English","Third","U.S","NULL","NULL","NULL","NULL","NULL","NULL",9.41911666666667,"impasse",-0.263585434173669,8,-0.497899159663866,0.5,0,0,0,-9,7.61445,35.1436153846154,7.185,66.966,0,8,0,1,4,0,0,4,0,"blank",32.952,0,"blank",66.966,0,"Orthogonal",13.388,0,"Orthogonal",46.371,0,200.607,0,256.26
"UJFX9","121","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","2","2","3","","no",9.82103333333333,"impasse",-0.196323529411765,4.80416666666667,-0.367647058823529,0,0,0,0,-6.5,6.7464,31.1372307692308,6.749,90.569,0,5,0,0,8,0,3,5,0,"blank",32.262,0,"blank",90.569,0,"Orthogonal",29.968,0,"?",27.285,0,203.399,0,201.385
"UN6MT","111","fall21","asynch","Male",21,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",10.73695,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,6.48341666666667,29.9234615384615,10.888,77.237,0,13,0,0,0,0,0,0,0,"Orthogonal",16.793,0,"Orthogonal",77.237,0,"Orthogonal",20.101,0,"Orthogonal",28.597,0,176.105,0,212.9
"UN7PD","111","winter22","asynch","Male",19,"English","Second","United States","I tried my best on most questions","3","4","4","I believe I had been reading the graph wrong within the first initial questions, but one of the questions changed how I read the graph.","NA",11.8386,"control",9.75641025641026,1.53092006033183,5.77472527472527,0,0,10,10,7.5,4.44995,20.5382307692308,7.636,70.777,10,2,0,0,1,0,1,0,0,"Orthogonal",18.938,1,"Triangular",19.559,1,"Triangular",23.287,1,"Triangular",10.473,2,137.454,8,129.543
"UO0XA","121","fall21","asynch","Male",19,"Mandarin or Cantonese","First","Japan","NULL","NULL","NULL","NULL","NULL","NULL",9.00578333333333,"impasse",1.65949148890325,7.94117647058824,0.341844430079724,-0.230769230769231,0,1,1,-6.5,6.64458333333333,30.6673076923077,6.887,60.088,1,7,0,0,5,1,2,2,0,"blank",15.705,1,"Triangular",45.308,0,"Orthogonal",19.585,0,"Orthogonal",60.088,1,138.684,0,259.991
"UQTQ6","111","fall21","asynch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.58145,"control",-0.518917602005837,11.3666666666667,-0.0874272786037492,0,0,0,0,-12.5,7.38095,34.0659230769231,9.649,67.892,0,12,0,0,1,0,1,0,0,"Orthogonal",49.661,0,"Orthogonal",67.892,0,"Orthogonal",26.966,0,"Orthogonal",30.934,0,201.128,0,241.729
"UQWX4","111","spring18","lab-synch","Male",23,"English","Other","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",12.8825333333333,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,8.43566666666667,38.9338461538462,10.8,80.404,0,13,0,0,0,0,0,0,0,"Orthogonal",42.677,0,"Orthogonal",80.404,0,"Orthogonal",16.188,0,"Orthogonal",57.366,0,256.977,0,249.163
"UX4QZ","111","spring18","lab-synch","Male",23,"English","Fifth","united states","NULL","NULL","NULL","NULL","NULL","NULL",14.4078833333333,"control",-0.514750935339171,11.9411764705882,-0.146250808015514,0,0,0,0,-12.5,8.4188,38.856,9.86,88.691,0,12,0,0,1,0,1,0,0,"Orthogonal",48.803,0,"Orthogonal",55.391,0,"Orthogonal",15.71,0,"Orthogonal",80.9,0,189.166,0,315.962
"V9JKJ","111","winter22","asynch","Male",21,"Cantonese","Fourth","USA","I tried my best on each question","2","4","4","it made me realize using colored bars on calendars to schedule things with people is better than this","no",13.0894166666667,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,8.05388333333333,37.1717692307692,7.965,190.377,0,13,0,0,0,0,0,0,0,"Orthogonal",12.97,0,"Orthogonal",190.377,0,"Orthogonal",26.014,0,"Orthogonal",32.173,0,260.022,0,223.211
"VJNWA","111","spring18","lab-synch","Female",19,"English","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",12.1170166666667,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,7.35938333333333,33.9663846153846,9.291,91.776,0,13,0,0,0,0,0,0,0,"Orthogonal",23.437,0,"Orthogonal",91.776,0,"Orthogonal",25.454,0,"Orthogonal",47.359,0,169.061,0,272.502
"VP6G3","121","fall21","asynch","Male",21,"Mandarin or Cantonese","Fourth","China","NULL","NULL","NULL","NULL","NULL","NULL",6.65241666666667,"impasse",0.320415858651153,4.06102941176471,1.90973389355742,0.692307692307692,0,1,1,-6,4.22636666666667,19.5063076923077,7.539,44.035,1,5,2,1,4,2,4,0,0,"Satisfice",7.941,1,"Triangular",44.035,0,"Orthogonal",20.181,0,"Orthogonal",24.137,1,84.831,0,168.751
"VRHYF","111","fall21","asynch","Male",19,"English","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",5.3667,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,3.82626666666667,17.6596923076923,4.836,61.103,0,13,0,0,0,0,0,0,0,"Orthogonal",4.836,0,"Orthogonal",61.103,0,"Orthogonal",10.126,0,"Orthogonal",16.473,0,112.346,0,117.23
"VSHHA","121","spring18","lab-synch","Female",19,"Mandarin or Cantonese","Second","China","NULL","NULL","NULL","NULL","NULL","NULL",14.8071833333333,"impasse",6.50746336996337,-0.712990196078431,5.28663003663004,1.18589743589744,0,6,6,5.5,10.9795333333333,50.6747692307692,7.969,169.183,8,0,1,2,2,1,2,0,0,"Satisfice",26.807,1,"Triangular",169.183,1,"Triangular",39.81,1,"Triangular",59.437,2,337.098,4,321.674
"VT3ZX","121","fall17","lab-synch","Female",19,"Other","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.9358833333333,"impasse",12.1994047619048,-0.208823529411765,6.9525641025641,0.472527472527473,0,10,10,12,7.94581666666667,36.673,6.853,130.341,11,0,2,0,0,2,0,0,0,"Tversky",46.691,1,"Triangular",85.918,1,"Triangular",27.242,0,"Triangular",130.341,3,255.493,7,221.256
"VT5BG","121","spring18","lab-synch","Female",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.1712333333333,"impasse",9.78974358974359,-0.283333333333333,6.08974358974359,0.769230769230769,0,9,9,10.5,7.3733,34.0306153846154,8.207,108.44,10,0,1,0,2,1,0,2,0,"blank",49.714,0,"Tversky",18.178,1,"Triangular",36.031,1,"Triangular",74.609,3,215.846,6,226.552
"W7EBS","111","spring18","lab-synch","Female",19,"Mandarin or Cantonese","First","China","NULL","NULL","NULL","NULL","NULL","NULL",12.8092333333333,"control",11.7230769230769,0.347586726998492,7.01831501831502,0,0,11,11,11,5.96423333333333,27.5272307692308,6.769,70.472,12,1,0,0,0,0,0,0,0,"Orthogonal",30.41,1,"Triangular",54.54,1,"Triangular",28.062,1,"Triangular",20.437,4,214.801,7,143.053
"W8QQ3","121","fall21","asynch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",7.02868333333333,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,4.19916666666667,19.3807692307692,7.991,56.379,13,0,0,0,0,0,0,0,1,"Triangular",40.306,1,"Triangular",26.364,1,"Triangular",24.778,1,"Triangular",13.413,5,100.523,8,151.427
"WB4HC","111","fall21","asynch","Male",18,"Mandarin or Cantonese","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",20.8847333333333,"control",0.0852490646608294,11.4666666666667,-0.146250808015514,0,0,0,0,-12.5,17.6285,81.3623076923077,6.716,361.601,0,12,0,0,1,0,1,0,0,"Orthogonal",22.353,0,"Orthogonal",141.905,0,"Orthogonal",31.816,0,"Orthogonal",206.243,0,304.592,0,753.118
"WBJ2T","121","winter22","asynch","Male",21,"English","Fourth","United States of America","I tried my best on each question","2","4","4","","No",7.32353333333333,"impasse",5.01639194139194,-0.0833333333333333,2.89555860805861,0.191391941391941,0,5,5,3,4.77296666666667,22.0290769230769,5.266,67.533,6,1,0,1,5,0,2,3,1,"Triangular",5.266,1,"Triangular",63.041,1,"Triangular",38.871,0,"Triangular",18.396,2,117.864,3,168.514
"WKBNA","111","spring18","lab-synch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",14.2046333333333,"control",12,-0.469079939668175,8.08974358974359,0,0,12,12,12,6.05766666666667,27.9584615384615,10.862,85.601,12,0,0,0,1,0,0,1,1,"Triangular",74.261,1,"Triangular",22.755,1,"Triangular",28.424,1,"Triangular",14.926,5,150.02,7,213.44
"WOJNW","121","winter22","asynch","Male",21,"Spanish","Fourth","United States","I tried my best on each question","2","4","4","I think I got most of them right, there was definitely a learning curve at the start until I figured out how the graphs work. Overall I like the lay out and how most information is presented. ","N/A",11.9848,"impasse",11.7952380952381,-0.775490196078431,7.50641025641026,0.626373626373626,0,11,11,11,6.49486666666667,29.9763076923077,6.814,77.764,11,0,1,0,1,1,1,0,0,"Tversky",32.614,1,"Triangular",19.822,1,"Triangular",41.897,1,"Triangular",77.764,4,102.801,7,286.891
"WRHPM","121","fall21","asynch","Male",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.805,"impasse",11.8666666666667,-0.279656862745098,6.50641025641026,0.697802197802198,0,11,11,12,3.83853333333333,17.7163076923077,6.399,63.218,12,0,0,0,1,0,0,1,1,"Triangular",63.218,1,"Triangular",10.43,1,"Triangular",24.791,1,"Triangular",10.841,5,98.508,6,131.804
"WWMDF","111","fall21","asynch","Male",25,"English","Third","\nUnited States","NULL","NULL","NULL","NULL","NULL","NULL",13.97255,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,8.08678333333333,37.3236153846154,11.497,115.158,0,13,0,0,0,0,0,0,0,"Orthogonal",20.634,0,"Orthogonal",115.158,0,"Orthogonal",19.612,0,"Orthogonal",46.472,0,210.305,0,274.902
"WYZCU","111","fall21","asynch","Male",31,"Other","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",8.0204,"control",1.54639625080802,7.46057692307692,0.323044602456367,0,0,2,2,-7.5,4.24473333333333,19.5910769230769,3.883,59.829,2,8,0,0,3,0,3,0,0,"Orthogonal",19.882,1,"Triangular",9.825,0,"Orthogonal",17.387,1,"Triangular",16.019,1,66.693,1,187.991
"WZFMC","111","winter22","asynch","Female",20,"English","Second","US","I tried my best on each question","5","1","3","I was very confused, perhaps if you all used a different spread sheet, I think its hard to see if they times are lined up.","nope",9.45061666666667,"control",0.260576923076923,2.96474358974359,3.08663003663004,0,0,1,1,-2,5.77975,26.6757692307692,7.111,56.63,2,5,3,0,3,3,1,2,0,"Orthogonal",13.045,1,"Triangular",17.116,0,"Orthogonal",38.442,0,"Triangular",49.39,1,109.584,0,237.201
"X0PRP","111","fall17","lab-synch","Male",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",11.5652666666667,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,7.93258333333333,36.6119230769231,13.923,107.787,0,13,0,0,0,0,0,0,0,"Orthogonal",42.326,0,"Orthogonal",107.787,0,"Orthogonal",18.271,0,"Orthogonal",31.415,0,268.419,0,207.536
"X7HS7","121","winter22","asynch","Female",21,"English","Third","United States","I tried my best on each question","4","3","2","","no",16.0360666666667,"impasse",8.07248168498169,-0.275490196078431,3.79555860805861,0.269230769230769,0,7,7,7,11.9803,55.2936923076923,9,111.539,9,0,0,1,3,0,2,1,0,"blank",108.212,1,"Triangular",15.332,0,"Triangular",92.158,1,"Triangular",9,1,251.335,6,467.483
"X8P7E","111","fall21","asynch","Male",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",8.35585,"control",0.710086726998492,9.92307692307692,-0.589245313510019,0,0,1,1,-9,5.86028333333333,27.0474615384615,7.483,56.461,1,10,0,0,2,0,0,2,0,"Orthogonal",14.227,1,"Triangular",29.618,0,"Orthogonal",30.509,0,"Orthogonal",52.607,1,79.511,0,272.106
"X9GRY","121","spring18","lab-synch","Female",23,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.9721833333333,"impasse",13,-0.208823529411765,7.50641025641026,0.697802197802198,0,13,13,13,7.98056666666667,36.8333846153846,6.02,87.925,13,0,0,0,0,0,0,0,1,"Triangular",74.092,1,"Triangular",57.981,1,"Triangular",87.925,1,"Triangular",63.896,5,200.596,8,278.238
"X9PTQ","111","spring18","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.2223,"control",-0.510584268672504,11.3541666666667,0.853749191984486,0,0,0,0,-10.5,10.6358666666667,49.0886153846154,11.604,171.227,0,10,1,0,2,1,2,0,0,"Orthogonal",27.462,0,"Orthogonal",171.227,0,"Orthogonal",24.297,0,"Orthogonal",70.705,0,297.014,0,341.138
"XCK4Q","111","fall21","asynch","Female",21,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",8.58988333333333,"control",0.768910256410256,8.29391025641026,-0.537774725274725,0,0,1,1,-7.5,5.73055,26.4486923076923,5.252,52.292,1,8,0,0,4,0,1,3,0,"Orthogonal",24.894,1,"Triangular",39.577,0,"Orthogonal",30.45,0,"blank",31.868,1,137.153,0,206.68
"XG38D","111","fall21","asynch","Female",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",10.69075,"control",-0.393427405927406,10.4375,-0.0286037491919845,0,0,0,0,-11.5,6.94008333333333,32.0311538461538,6.691,78.49,0,11,0,0,2,0,1,1,0,"Orthogonal",8.605,0,"Orthogonal",78.49,0,"Orthogonal",26.791,0,"Orthogonal",63.181,0,192.487,0,223.918
"XKX1V","121","fall21","asynch","Female",22,"English","Fourth","Philippines","NULL","NULL","NULL","NULL","NULL","NULL",10.7724833333333,"impasse",1.05889625080802,4.8,0.950562917474682,0.153846153846154,0,1,1,-5,7.33085,33.8346923076923,5.332,88.466,1,5,1,0,6,1,3,3,0,"blank",22.161,1,"Triangular",18.593,0,"Orthogonal",37.991,0,"blank",52.666,1,103.362,0,336.489
"XOZJ7","111","fall21","asynch","Female",22,"Other","Fifth","Morocco","NULL","NULL","NULL","NULL","NULL","NULL",7.70293333333333,"control",0.773239260739261,4.04807692307692,1.92605311355311,0,0,1,1,-3.5,5.25251666666667,24.2423846153846,2.455,55.702,2,5,1,0,5,1,2,3,0,"Orthogonal",31.853,0,"?",50.592,0,"Orthogonal",31.018,0,"blank",2.455,0,140.178,1,174.973
"XQZYP","111","fall17","lab-synch","Male",22,"English","Fifth","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.5166833333333,"control",6.35164835164835,3.75592006033183,4.0782967032967,0,0,6,6,2.5,10.2735166666667,47.4162307692308,10.068,152.741,7,4,0,0,2,0,1,1,0,"Orthogonal",14.316,1,"Triangular",100.94,0,"Orthogonal",31.195,1,"Triangular",27.246,1,344.214,5,272.197
"XV7KZ","111","fall21","asynch","Female",20,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",8.55011666666667,"control",-0.952250935339171,11.4333333333333,-0.0874272786037492,0,0,0,0,-12.5,6.58313333333333,30.3836923076923,3.92,134.256,0,12,0,0,1,0,1,0,0,"Orthogonal",64.18,0,"Orthogonal",42.801,0,"Orthogonal",134.256,0,"?",8.555,0,169.461,0,225.527
"XX1TE","111","spring18","lab-synch","Female",21,"English","Fourth","United states","NULL","NULL","NULL","NULL","NULL","NULL",13.698,"control",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,10.5666833333333,48.7693076923077,10.583,153.699,0,13,0,0,0,0,0,0,0,"Orthogonal",36.237,0,"Orthogonal",153.699,0,"Orthogonal",14.888,0,"Orthogonal",108.508,0,289.709,0,344.292
"Y0MZ6","111","fall21","asynch","Female",27,"English","Fourth","Vietnam","NULL","NULL","NULL","NULL","NULL","NULL",13.4351666666667,"control",1.11782482223659,9.76057692307692,-0.389840551605257,0,0,1,1,-8.5,8.67851666666667,40.0546923076923,5.159,95.498,2,10,0,0,1,0,1,0,0,"Orthogonal",20.696,1,"Triangular",81.696,0,"Orthogonal",21.376,0,"Orthogonal",58.274,1,241.878,0,278.833
"Y7EP3","121","fall21","asynch","Female",21,"Spanish","Fourth","north America","NULL","NULL","NULL","NULL","NULL","NULL",10.1717833333333,"impasse",-0.200032320620556,2.5453431372549,0.488135638870933,1.76923076923077,0,1,1,-7,6.49108333333333,29.9588461538462,13.217,60.442,1,4,1,2,5,1,5,0,0,"Satisfice",44.64,1,"Triangular",60.442,0,"Orthogonal",22.555,0,"Orthogonal",24.831,1,168.797,0,220.668
"YAFMA","121","fall21","asynch","Female",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",3.84163333333333,"impasse",-0.947193492781728,0.553676470588235,-0.747683688860159,2.42307692307692,0,0,0,-9,1.89826666666667,8.76123076923077,1.375,21.39,0,1,0,4,8,0,8,0,0,"Satisfice",12.557,0,"?",3.298,0,"Orthogonal",20.22,0,"?",3.293,0,56.203,0,57.693
"YAZM5","121","fall21","asynch","Female",19,"Spanish","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",19.4685333333333,"impasse",11.8666666666667,-0.342156862745098,6.50641025641026,0.769230769230769,0,11,11,12,14.2273833333333,65.6648461538462,9.682,316.628,12,0,0,0,1,0,0,1,0,"blank",46.473,1,"Triangular",93.152,1,"Triangular",80.325,1,"Triangular",316.628,4,257.998,7,595.645
"YE3VQ","121","spring18","lab-synch","Female",21,"Mandarin or Cantonese","Second","China","NULL","NULL","NULL","NULL","NULL","NULL",10.5178166666667,"impasse",2.02889194139194,1.47867647058824,4.45767345399698,-0.456043956043956,0,3,3,-0.5,6.38153333333333,29.4532307692308,9.912,108.954,3,2,2,0,6,2,5,1,0,"Tversky",39.651,0,"?",52.919,0,"Orthogonal",24.673,0,"?",108.954,1,159.801,2,223.091
"YGEAY","111","fall17","lab-synch","Female",18,"English","First","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",15.0729,"control",-0.0314176020058373,10.8333333333333,0.187082525317819,0,0,1,1,-10.5,10.0477666666667,46.3743076923077,7.35,131.081,1,11,0,0,1,0,1,0,0,"Orthogonal",28.312,0,"Orthogonal",131.081,0,"Orthogonal",20.984,0,"Orthogonal",30.692,0,374.312,1,228.554
