"block","answer","correct","scaffold","question","scenario","graph","condition","session","experiment","subject","time_elapsed","trial_index","rt","rt_sec","q_order","score","order","pretty_condition","q","study"
"linear_testing","ABCEFJ",0,"none","overlap+overlap","axis","linear","3","mike","reverse","GQN1V",1364661,30,48009,48,10,"0","TM-First","img:static","10","SGC2"
"linear_testing","DMNO",1,"none","contain+duration","axis","linear","3","mike","reverse","GQN1V",1402396,31,36472,36,11,"1","TM-First","img:static","11","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","3","mike","reverse","GQN1V",1425924,32,22270,22,12,"1","TM-First","img:static","12","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","3","mike","reverse","GQN1V",1455294,33,28114,28,13,"1","TM-First","img:static","13","SGC2"
"linear_testing","GMO",0,"none","meets","axis","linear","3","mike","reverse","GQN1V",1506389,34,49838,50,14,"0","TM-First","img:static","14","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","3","mike","reverse","GQN1V",1538017,35,30377,30,15,"1","TM-First","img:static","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","3","mike","reverse","GQN1V",2024388,38,59655,60,NA,"1","TM-First","img:static",NA,"SGC2"
"drawingTest","Bahar9-12pm",0,"none","overlap","jones","none","3","mike","reverse","GQN1V",2093468,39,67737,68,NA,"0","TM-First","img:static",NA,"SGC2"
"triangular_scaffolded","HO",1,"show-interactive","start","axis","triangular","4","mike","reverse","AHBJE",316184,5,36713,37,1,"1","TM-First","img:ixv","1","SGC2"
"triangular_scaffolded","4",1,"show-interactive","end","axis","triangular","4","mike","reverse","AHBJE",333535,6,16105,16,2,"1","TM-First","img:ixv","2","SGC2"
"triangular_scaffolded","CFK",0,"show-interactive","duration","axis","triangular","4","mike","reverse","AHBJE",350670,7,15880,16,3,"0","TM-First","img:ixv","3","SGC2"
"triangular_scaffolded","8",1,"show-interactive","midpoint","axis","triangular","4","mike","reverse","AHBJE",371369,8,19446,19,4,"1","TM-First","img:ixv","4","SGC2"
"triangular_scaffolded","1",0,"show-interactive","start+overlap","axis","triangular","4","mike","reverse","AHBJE",409024,9,36393,36,5,"0","TM-First","img:ixv","5","SGC2"
"triangular_testing","IK",0,"none","overlap+overlap","axis","triangular","4","mike","reverse","AHBJE",437052,10,26776,27,6,"0","TM-First","img:ixv","6","SGC2"
"triangular_testing","GKN",0,"none","meets","axis","triangular","4","mike","reverse","AHBJE",505029,11,66722,67,7,"0","TM-First","img:ixv","7","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","4","mike","reverse","AHBJE",518014,12,11647,12,8,"1","TM-First","img:ixv","8","SGC2"
"triangular_testing","DNO",0,"none","contain+duration","axis","triangular","4","mike","reverse","AHBJE",558032,13,38774,39,9,"0","TM-First","img:ixv","9","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","4","mike","reverse","AHBJE",583856,14,24576,25,10,"1","TM-First","img:ixv","10","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","4","mike","reverse","AHBJE",618896,15,33786,34,11,"1","TM-First","img:ixv","11","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","4","mike","reverse","AHBJE",650200,16,30051,30,12,"1","TM-First","img:ixv","12","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","4","mike","reverse","AHBJE",662358,17,10899,11,13,"1","TM-First","img:ixv","13","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","4","mike","reverse","AHBJE",681102,18,17498,17,14,"1","TM-First","img:ixv","14","SGC2"
"triangular_testing","GM",0,"none","during","axis","triangular","4","mike","reverse","AHBJE",695911,19,13559,14,15,"0","TM-First","img:ixv","15","SGC2"
"linear_scaffolded","CDL",1,"show-interactive","start","longmire","linear","4","mike","reverse","AHBJE",726122,21,17137,17,1,"1","TM-First","img:ixv","1","SGC2"
"linear_scaffolded","KLMN",0,"show-interactive","end","longmire","linear","4","mike","reverse","AHBJE",745887,22,18463,18,2,"0","TM-First","img:ixv","2","SGC2"
"linear_scaffolded","BH",0,"show-interactive","duration","longmire","linear","4","mike","reverse","AHBJE",766888,23,19758,20,3,"0","TM-First","img:ixv","3","SGC2"
"linear_scaffolded","1",1,"show-interactive","midpoint","longmire","linear","4","mike","reverse","AHBJE",788043,24,19909,20,4,"1","TM-First","img:ixv","4","SGC2"
"linear_scaffolded","A",1,"show-interactive","start+overlap","longmire","linear","4","mike","reverse","AHBJE",803043,25,13756,14,5,"1","TM-First","img:ixv","5","SGC2"
"linear_testing","68",1,"none","starts","longmire","linear","4","mike","reverse","AHBJE",832021,26,27730,28,6,"1","TM-First","img:ixv","6","SGC2"
"linear_testing","BCDFGHJLO",0,"none","during","longmire","linear","4","mike","reverse","AHBJE",924496,27,91228,91,7,"0","TM-First","img:ixv","7","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","4","mike","reverse","AHBJE",942935,28,16979,17,8,"1","TM-First","img:ixv","8","SGC2"
"linear_testing","A",0,"none","overlap+overlap","longmire","linear","4","mike","reverse","AHBJE",974874,29,30682,31,9,"0","TM-First","img:ixv","9","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","4","mike","reverse","AHBJE",1006570,30,30444,30,10,"1","TM-First","img:ixv","10","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","4","mike","reverse","AHBJE",1025022,31,17199,17,11,"1","TM-First","img:ixv","11","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","4","mike","reverse","AHBJE",1046141,32,19856,20,12,"0","TM-First","img:ixv","12","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","4","mike","reverse","AHBJE",1086770,33,39375,39,13,"1","TM-First","img:ixv","13","SGC2"
"linear_testing","GO",1,"none","contain+duration","longmire","linear","4","mike","reverse","AHBJE",1142604,34,54575,55,14,"1","TM-First","img:ixv","14","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","4","mike","reverse","AHBJE",1186325,35,42466,42,15,"1","TM-First","img:ixv","15","SGC2"
"drawingTest",NA,0,"none","duration","jones","none","4","mike","reverse","AHBJE",2014495,38,24893,25,NA,"0","TM-First","img:ixv",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","4","mike","reverse","AHBJE",2064027,39,48268,48,NA,"1","TM-First","img:ixv",NA,"SGC2"
"triangular_scaffolded","G",0,"show-interactive","start","axis","triangular","4","mike","reverse","18MDU",301491,5,22053,22,1,"0","TM-First","img:ixv","1","SGC2"
"triangular_scaffolded","6",0,"show-interactive","end","axis","triangular","4","mike","reverse","18MDU",344636,6,41890,42,2,"0","TM-First","img:ixv","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"show-interactive","duration","axis","triangular","4","mike","reverse","18MDU",405960,7,60073,60,3,"1","TM-First","img:ixv","3","SGC2"
"triangular_scaffolded","8",1,"show-interactive","midpoint","axis","triangular","4","mike","reverse","18MDU",435133,8,27837,28,4,"1","TM-First","img:ixv","4","SGC2"
"triangular_scaffolded","7",1,"show-interactive","start+overlap","axis","triangular","4","mike","reverse","18MDU",479305,9,42907,43,5,"1","TM-First","img:ixv","5","SGC2"
"triangular_testing","FGHLMO",0,"none","before+overlap","axis","triangular","4","mike","reverse","18MDU",543180,10,62622,63,6,"0","TM-First","img:ixv","6","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","4","mike","reverse","18MDU",578564,11,34053,34,7,"1","TM-First","img:ixv","7","SGC2"
"triangular_testing","DMNO",1,"none","contain+duration","axis","triangular","4","mike","reverse","18MDU",621428,12,41615,42,8,"1","TM-First","img:ixv","8","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","4","mike","reverse","18MDU",641661,13,18982,19,9,"1","TM-First","img:ixv","9","SGC2"
"triangular_testing","FMO",1,"none","during","axis","triangular","4","mike","reverse","18MDU",664242,14,21326,21,10,"1","TM-First","img:ixv","10","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","4","mike","reverse","18MDU",706413,15,40924,41,11,"1","TM-First","img:ixv","11","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","4","mike","reverse","18MDU",725915,16,18238,18,12,"1","TM-First","img:ixv","12","SGC2"
"triangular_testing","FGMO",0,"none","meets","axis","triangular","4","mike","reverse","18MDU",801807,17,74640,75,13,"0","TM-First","img:ixv","13","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","4","mike","reverse","18MDU",814527,18,11286,11,14,"1","TM-First","img:ixv","14","SGC2"
"triangular_testing","ACEJ",0,"none","overlap+overlap","axis","triangular","4","mike","reverse","18MDU",857937,19,42164,42,15,"0","TM-First","img:ixv","15","SGC2"
"linear_scaffolded","CDL",1,"show-interactive","start","longmire","linear","4","mike","reverse","18MDU",904675,21,28936,29,1,"1","TM-First","img:ixv","1","SGC2"
"linear_scaffolded","EG",0,"show-interactive","end","longmire","linear","4","mike","reverse","18MDU",919019,22,13096,13,2,"0","TM-First","img:ixv","2","SGC2"
"linear_scaffolded","GO",1,"show-interactive","duration","longmire","linear","4","mike","reverse","18MDU",947471,23,27206,27,3,"1","TM-First","img:ixv","3","SGC2"
"linear_scaffolded","1",1,"show-interactive","midpoint","longmire","linear","4","mike","reverse","18MDU",967791,24,19067,19,4,"1","TM-First","img:ixv","4","SGC2"
"linear_scaffolded","A",1,"show-interactive","start+overlap","longmire","linear","4","mike","reverse","18MDU",992423,25,23377,23,5,"1","TM-First","img:ixv","5","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","4","mike","reverse","18MDU",1031593,26,37917,38,6,"1","TM-First","img:ixv","6","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","4","mike","reverse","18MDU",1076426,27,43581,44,7,"1","TM-First","img:ixv","7","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","4","mike","reverse","18MDU",1124013,28,46315,46,8,"1","TM-First","img:ixv","8","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","4","mike","reverse","18MDU",1160678,29,35411,35,9,"1","TM-First","img:ixv","9","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","4","mike","reverse","18MDU",1187041,30,25105,25,10,"1","TM-First","img:ixv","10","SGC2"
"linear_testing","BCDG",0,"none","during","longmire","linear","4","mike","reverse","18MDU",1283547,31,95251,95,11,"0","TM-First","img:ixv","11","SGC2"
"linear_testing","68",1,"none","starts","longmire","linear","4","mike","reverse","18MDU",1334814,32,49841,50,12,"1","TM-First","img:ixv","12","SGC2"
"linear_testing","GO",1,"none","contain+duration","longmire","linear","4","mike","reverse","18MDU",1359046,33,22981,23,13,"1","TM-First","img:ixv","13","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","4","mike","reverse","18MDU",1410992,34,50691,51,14,"1","TM-First","img:ixv","14","SGC2"
"linear_testing","45",1,"none","finishes","longmire","linear","4","mike","reverse","18MDU",1453460,35,41216,41,15,"1","TM-First","img:ixv","15","SGC2"
"drawingTest",NA,0,"none","duration","jones","none","4","mike","reverse","18MDU",2023562,38,60572,61,NA,"0","TM-First","img:ixv",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","4","mike","reverse","18MDU",2109383,39,84485,84,NA,"1","TM-First","img:ixv",NA,"SGC2"
"triangular_scaffolded",NA,0,"describe-what","start","longmire","triangular","1","mike","reverse","NTST8",333827,5,46614,47,1,"0","TM-First","text:what","1","SGC2"
"triangular_scaffolded","H",0,"describe-what","end","longmire","triangular","1","mike","reverse","NTST8",392601,6,57472,57,2,"0","TM-First","text:what","2","SGC2"
"triangular_scaffolded","GO",1,"describe-what","duration","longmire","triangular","1","mike","reverse","NTST8",403105,7,9258,9,3,"1","TM-First","text:what","3","SGC2"
"triangular_scaffolded","5",0,"describe-what","midpoint","longmire","triangular","1","mike","reverse","NTST8",430114,8,25764,26,4,"0","TM-First","text:what","4","SGC2"
"triangular_scaffolded","A",1,"describe-what","start+overlap","longmire","triangular","1","mike","reverse","NTST8",488019,9,56661,57,5,"1","TM-First","text:what","5","SGC2"
"triangular_testing","6",0,"none","finishes","longmire","triangular","1","mike","reverse","NTST8",553768,10,64499,64,6,"0","TM-First","text:what","6","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","1","mike","reverse","NTST8",583600,11,28479,28,7,"1","TM-First","text:what","7","SGC2"
"triangular_testing","1",0,"none","starts","longmire","triangular","1","mike","reverse","NTST8",702361,12,117519,118,8,"0","TM-First","text:what","8","SGC2"
"triangular_testing","ABDF",0,"none","before+overlap","longmire","triangular","1","mike","reverse","NTST8",756261,13,52399,52,9,"0","TM-First","text:what","9","SGC2"
"triangular_testing","AMN",1,"none","overlap+overlap","longmire","triangular","1","mike","reverse","NTST8",851545,14,94040,94,10,"1","TM-First","text:what","10","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","1","mike","reverse","NTST8",878801,15,25899,26,11,"1","TM-First","text:what","11","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","1","mike","reverse","NTST8",909908,16,29855,30,12,"1","TM-First","text:what","12","SGC2"
"triangular_testing","IK",0,"none","during+overlap","longmire","triangular","1","mike","reverse","NTST8",965431,17,54275,54,13,"0","TM-First","text:what","13","SGC2"
"triangular_testing","BCDFG",1,"none","during","longmire","triangular","1","mike","reverse","NTST8",1013805,18,47117,47,14,"1","TM-First","text:what","14","SGC2"
"triangular_testing","GO",1,"none","contain+duration","longmire","triangular","1","mike","reverse","NTST8",1034042,19,18989,19,15,"1","TM-First","text:what","15","SGC2"
"linear_scaffolded","HO",1,"describe-what","start","axis","linear","1","mike","reverse","NTST8",1077549,21,18717,19,1,"1","TM-First","text:what","1","SGC2"
"linear_scaffolded","4",1,"describe-what","end","axis","linear","1","mike","reverse","NTST8",1089028,22,10229,10,2,"1","TM-First","text:what","2","SGC2"
"linear_scaffolded","ACEFGHIKL",1,"describe-what","duration","axis","linear","1","mike","reverse","NTST8",1132663,23,42390,42,3,"1","TM-First","text:what","3","SGC2"
"linear_scaffolded","8",1,"describe-what","midpoint","axis","linear","1","mike","reverse","NTST8",1177038,24,43128,43,4,"1","TM-First","text:what","4","SGC2"
"linear_scaffolded","7",1,"describe-what","start+overlap","axis","linear","1","mike","reverse","NTST8",1205175,25,26887,27,5,"1","TM-First","text:what","5","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","1","mike","reverse","NTST8",1242416,26,35985,36,6,"1","TM-First","text:what","6","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","1","mike","reverse","NTST8",1255118,27,11402,11,7,"1","TM-First","text:what","7","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","1","mike","reverse","NTST8",1273411,28,17041,17,8,"1","TM-First","text:what","8","SGC2"
"linear_testing","DMNO",1,"none","contain+duration","axis","linear","1","mike","reverse","NTST8",1314636,29,39971,40,9,"1","TM-First","text:what","9","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","1","mike","reverse","NTST8",1343853,30,27938,28,10,"1","TM-First","text:what","10","SGC2"
"linear_testing","3",0,"none","starts","axis","linear","1","mike","reverse","NTST8",1370777,31,25671,26,11,"0","TM-First","text:what","11","SGC2"
"linear_testing","ABCJ",0,"none","overlap+overlap","axis","linear","1","mike","reverse","NTST8",1408129,32,36094,36,12,"0","TM-First","text:what","12","SGC2"
"linear_testing","FGHLMO",0,"none","before+overlap","axis","linear","1","mike","reverse","NTST8",1493318,33,83938,84,13,"0","TM-First","text:what","13","SGC2"
