"subject","mode","pretty_condition","question","score","implicit","explicit"
"KBQPW","lab-synch","none-impasse",5,-0.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",6,-1.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",7,-2.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",8,-3.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",9,-4.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",10,-5.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",11,-6.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",12,-7.5,"impasse","none"
"KBQPW","lab-synch","none-impasse",13,-8.5,"impasse","none"
"W7WZ4","lab-synch","img-control",1,-1,"none","img"
"W7WZ4","lab-synch","img-control",2,-0.5,"none","img"
"W7WZ4","lab-synch","img-control",3,0,"none","img"
"W7WZ4","lab-synch","img-control",4,-0.5,"none","img"
"W7WZ4","lab-synch","img-control",5,0.5,"none","img"
"W7WZ4","lab-synch","img-control",6,-0.5,"none","img"
"W7WZ4","lab-synch","img-control",7,-1,"none","img"
"W7WZ4","lab-synch","img-control",8,-0.5,"none","img"
"W7WZ4","lab-synch","img-control",9,-1.5,"none","img"
"W7WZ4","lab-synch","img-control",10,-2.5,"none","img"
"W7WZ4","lab-synch","img-control",11,-3,"none","img"
"W7WZ4","lab-synch","img-control",12,-3.5,"none","img"
"W7WZ4","lab-synch","img-control",13,-3,"none","img"
"0W2TN","lab-synch","img-impasse",1,-1,"impasse","img"
"0W2TN","lab-synch","img-impasse",2,0,"impasse","img"
"0W2TN","lab-synch","img-impasse",3,1,"impasse","img"
"0W2TN","lab-synch","img-impasse",4,2,"impasse","img"
"0W2TN","lab-synch","img-impasse",5,3,"impasse","img"
"0W2TN","lab-synch","img-impasse",6,4,"impasse","img"
"0W2TN","lab-synch","img-impasse",7,5,"impasse","img"
"0W2TN","lab-synch","img-impasse",8,6,"impasse","img"
"0W2TN","lab-synch","img-impasse",9,7,"impasse","img"
"0W2TN","lab-synch","img-impasse",10,8,"impasse","img"
"0W2TN","lab-synch","img-impasse",11,9,"impasse","img"
"0W2TN","lab-synch","img-impasse",12,10,"impasse","img"
"0W2TN","lab-synch","img-impasse",13,11,"impasse","img"
"T4UDR","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"T4UDR","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"EW5F7","lab-synch","img-impasse",1,1,"impasse","img"
"EW5F7","lab-synch","img-impasse",2,0.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",3,1.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",4,2.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",5,3.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",6,4.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",7,5.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",8,6.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",9,7.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",10,8.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",11,9.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",12,10.5,"impasse","img"
"EW5F7","lab-synch","img-impasse",13,11.5,"impasse","img"
"9GVF0","lab-synch","img-control",1,-1,"none","img"
"9GVF0","lab-synch","img-control",2,-0.5,"none","img"
"9GVF0","lab-synch","img-control",3,0,"none","img"
"9GVF0","lab-synch","img-control",4,1,"none","img"
"9GVF0","lab-synch","img-control",5,2,"none","img"
"9GVF0","lab-synch","img-control",6,3,"none","img"
"9GVF0","lab-synch","img-control",7,4,"none","img"
"9GVF0","lab-synch","img-control",8,5,"none","img"
"9GVF0","lab-synch","img-control",9,6,"none","img"
"9GVF0","lab-synch","img-control",10,7,"none","img"
"9GVF0","lab-synch","img-control",11,8,"none","img"
"9GVF0","lab-synch","img-control",12,9,"none","img"
"9GVF0","lab-synch","img-control",13,10,"none","img"
"GNFRF","lab-synch","img-impasse",1,1,"impasse","img"
"GNFRF","lab-synch","img-impasse",2,2,"impasse","img"
"GNFRF","lab-synch","img-impasse",3,3,"impasse","img"
"GNFRF","lab-synch","img-impasse",4,4,"impasse","img"
"GNFRF","lab-synch","img-impasse",5,4.5,"impasse","img"
"GNFRF","lab-synch","img-impasse",6,5.5,"impasse","img"
"GNFRF","lab-synch","img-impasse",7,5,"impasse","img"
"GNFRF","lab-synch","img-impasse",8,5.5,"impasse","img"
"GNFRF","lab-synch","img-impasse",9,6.5,"impasse","img"
"GNFRF","lab-synch","img-impasse",10,7,"impasse","img"
"GNFRF","lab-synch","img-impasse",11,8,"impasse","img"
"GNFRF","lab-synch","img-impasse",12,9,"impasse","img"
"GNFRF","lab-synch","img-impasse",13,8.5,"impasse","img"
"YGEAY","lab-synch","none-control",1,-1,"none","none"
"YGEAY","lab-synch","none-control",2,-2,"none","none"
"YGEAY","lab-synch","none-control",3,-1.5,"none","none"
"YGEAY","lab-synch","none-control",4,-2.5,"none","none"
"YGEAY","lab-synch","none-control",5,-3.5,"none","none"
"YGEAY","lab-synch","none-control",6,-4.5,"none","none"
"YGEAY","lab-synch","none-control",7,-5.5,"none","none"
"YGEAY","lab-synch","none-control",8,-6.5,"none","none"
"YGEAY","lab-synch","none-control",9,-7.5,"none","none"
"YGEAY","lab-synch","none-control",10,-8.5,"none","none"
"YGEAY","lab-synch","none-control",11,-7.5,"none","none"
"YGEAY","lab-synch","none-control",12,-8.5,"none","none"
"YGEAY","lab-synch","none-control",13,-9.5,"none","none"
"LJTDL","lab-synch","none-impasse",1,1,"impasse","none"
"LJTDL","lab-synch","none-impasse",2,2,"impasse","none"
"LJTDL","lab-synch","none-impasse",3,3,"impasse","none"
"LJTDL","lab-synch","none-impasse",4,4,"impasse","none"
"LJTDL","lab-synch","none-impasse",5,5,"impasse","none"
"LJTDL","lab-synch","none-impasse",6,6,"impasse","none"
"LJTDL","lab-synch","none-impasse",7,7,"impasse","none"
"LJTDL","lab-synch","none-impasse",8,8,"impasse","none"
"LJTDL","lab-synch","none-impasse",9,9,"impasse","none"
"LJTDL","lab-synch","none-impasse",10,10,"impasse","none"
"LJTDL","lab-synch","none-impasse",11,11,"impasse","none"
"LJTDL","lab-synch","none-impasse",12,12,"impasse","none"
"LJTDL","lab-synch","none-impasse",13,13,"impasse","none"
"J39G9","lab-synch","ixv-control",1,1,"none","ixv"
"J39G9","lab-synch","ixv-control",2,2,"none","ixv"
"J39G9","lab-synch","ixv-control",3,3,"none","ixv"
"J39G9","lab-synch","ixv-control",4,4,"none","ixv"
"J39G9","lab-synch","ixv-control",5,5,"none","ixv"
"J39G9","lab-synch","ixv-control",6,6,"none","ixv"
"J39G9","lab-synch","ixv-control",7,7,"none","ixv"
"J39G9","lab-synch","ixv-control",8,8,"none","ixv"
"J39G9","lab-synch","ixv-control",9,9,"none","ixv"
"J39G9","lab-synch","ixv-control",10,10,"none","ixv"
"J39G9","lab-synch","ixv-control",11,11,"none","ixv"
"J39G9","lab-synch","ixv-control",12,12,"none","ixv"
"J39G9","lab-synch","ixv-control",13,13,"none","ixv"
"LSRUK","lab-synch","ixv-control",1,1,"none","ixv"
"LSRUK","lab-synch","ixv-control",2,2,"none","ixv"
"LSRUK","lab-synch","ixv-control",3,3,"none","ixv"
"LSRUK","lab-synch","ixv-control",4,4,"none","ixv"
"LSRUK","lab-synch","ixv-control",5,5,"none","ixv"
"LSRUK","lab-synch","ixv-control",6,6,"none","ixv"
"LSRUK","lab-synch","ixv-control",7,7,"none","ixv"
"LSRUK","lab-synch","ixv-control",8,8,"none","ixv"
"LSRUK","lab-synch","ixv-control",9,9,"none","ixv"
"LSRUK","lab-synch","ixv-control",10,10,"none","ixv"
"LSRUK","lab-synch","ixv-control",11,11,"none","ixv"
"LSRUK","lab-synch","ixv-control",12,12,"none","ixv"
"LSRUK","lab-synch","ixv-control",13,13,"none","ixv"
"DON7Q","lab-synch","ixv-control",1,-1,"none","ixv"
"DON7Q","lab-synch","ixv-control",2,-2,"none","ixv"
"DON7Q","lab-synch","ixv-control",3,-1.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",4,-0.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",5,0.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",6,1.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",7,2.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",8,3.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",9,4.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",10,5.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",11,6.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",12,7.5,"none","ixv"
"DON7Q","lab-synch","ixv-control",13,8.5,"none","ixv"
"OTVZR","lab-synch","none-impasse",1,0,"impasse","none"
"OTVZR","lab-synch","none-impasse",2,0.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",3,-0.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",4,0.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",5,1.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",6,0.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",7,1.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",8,2.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",9,3.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",10,4,"impasse","none"
"OTVZR","lab-synch","none-impasse",11,3.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",12,4.5,"impasse","none"
"OTVZR","lab-synch","none-impasse",13,5.5,"impasse","none"
"3W8J9","lab-synch","img-control",1,-1,"none","img"
"3W8J9","lab-synch","img-control",2,-1,"none","img"
"3W8J9","lab-synch","img-control",3,-2,"none","img"
"3W8J9","lab-synch","img-control",4,-2.5,"none","img"
"3W8J9","lab-synch","img-control",5,-2,"none","img"
"3W8J9","lab-synch","img-control",6,-3,"none","img"
"3W8J9","lab-synch","img-control",7,-4,"none","img"
"3W8J9","lab-synch","img-control",8,-5,"none","img"
"3W8J9","lab-synch","img-control",9,-6,"none","img"
"3W8J9","lab-synch","img-control",10,-7,"none","img"
"3W8J9","lab-synch","img-control",11,-8,"none","img"
"3W8J9","lab-synch","img-control",12,-9,"none","img"
"3W8J9","lab-synch","img-control",13,-10,"none","img"
"HP71D","lab-synch","img-impasse",1,-1,"impasse","img"
"HP71D","lab-synch","img-impasse",2,0,"impasse","img"
"HP71D","lab-synch","img-impasse",3,-0.5,"impasse","img"
"HP71D","lab-synch","img-impasse",4,-1,"impasse","img"
"HP71D","lab-synch","img-impasse",5,-0.5,"impasse","img"
"HP71D","lab-synch","img-impasse",6,-1.5,"impasse","img"
"HP71D","lab-synch","img-impasse",7,-2.5,"impasse","img"
"HP71D","lab-synch","img-impasse",8,-3,"impasse","img"
"HP71D","lab-synch","img-impasse",9,-4,"impasse","img"
"HP71D","lab-synch","img-impasse",10,-5,"impasse","img"
"HP71D","lab-synch","img-impasse",11,-6,"impasse","img"
"HP71D","lab-synch","img-impasse",12,-7,"impasse","img"
"HP71D","lab-synch","img-impasse",13,-8,"impasse","img"
"KLYG7","lab-synch","none-control",1,-1,"none","none"
"KLYG7","lab-synch","none-control",2,-2,"none","none"
"KLYG7","lab-synch","none-control",3,-1.5,"none","none"
"KLYG7","lab-synch","none-control",4,-1.5,"none","none"
"KLYG7","lab-synch","none-control",5,-2,"none","none"
"KLYG7","lab-synch","none-control",6,-3,"none","none"
"KLYG7","lab-synch","none-control",7,-3.5,"none","none"
"KLYG7","lab-synch","none-control",8,-3,"none","none"
"KLYG7","lab-synch","none-control",9,-3,"none","none"
"KLYG7","lab-synch","none-control",10,-4,"none","none"
"KLYG7","lab-synch","none-control",11,-4.5,"none","none"
"KLYG7","lab-synch","none-control",12,-5.5,"none","none"
"KLYG7","lab-synch","none-control",13,-6.5,"none","none"
"AJZV2","lab-synch","none-impasse",1,0,"impasse","none"
"AJZV2","lab-synch","none-impasse",2,1,"impasse","none"
"AJZV2","lab-synch","none-impasse",3,2,"impasse","none"
"AJZV2","lab-synch","none-impasse",4,3,"impasse","none"
"AJZV2","lab-synch","none-impasse",5,4,"impasse","none"
"AJZV2","lab-synch","none-impasse",6,5,"impasse","none"
"AJZV2","lab-synch","none-impasse",7,6,"impasse","none"
"AJZV2","lab-synch","none-impasse",8,7,"impasse","none"
"AJZV2","lab-synch","none-impasse",9,8,"impasse","none"
"AJZV2","lab-synch","none-impasse",10,9,"impasse","none"
"AJZV2","lab-synch","none-impasse",11,10,"impasse","none"
"AJZV2","lab-synch","none-impasse",12,11,"impasse","none"
"AJZV2","lab-synch","none-impasse",13,12,"impasse","none"
"VLTVY","lab-synch","ixv-impasse",1,-1,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",2,-1,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",3,0,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",4,1,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",5,2,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",6,1,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",7,0,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",8,1,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",9,2,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",10,3,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",11,4,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",12,5,"impasse","ixv"
"VLTVY","lab-synch","ixv-impasse",13,6,"impasse","ixv"
"WDOR4","lab-synch","img-impasse",1,1,"impasse","img"
"WDOR4","lab-synch","img-impasse",2,2,"impasse","img"
"WDOR4","lab-synch","img-impasse",3,3,"impasse","img"
"WDOR4","lab-synch","img-impasse",4,4,"impasse","img"
"WDOR4","lab-synch","img-impasse",5,5,"impasse","img"
"WDOR4","lab-synch","img-impasse",6,6,"impasse","img"
"WDOR4","lab-synch","img-impasse",7,5.5,"impasse","img"
"WDOR4","lab-synch","img-impasse",8,6.5,"impasse","img"
"WDOR4","lab-synch","img-impasse",9,7.5,"impasse","img"
"WDOR4","lab-synch","img-impasse",10,8.5,"impasse","img"
"WDOR4","lab-synch","img-impasse",11,9.5,"impasse","img"
"WDOR4","lab-synch","img-impasse",12,10.5,"impasse","img"
"WDOR4","lab-synch","img-impasse",13,11.5,"impasse","img"
"AZ6AR","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"AZ6AR","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",6,4,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",7,5,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",8,6,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",9,7,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",10,8,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",11,9,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",12,10,"impasse","ixv"
"G7CFM","lab-synch","ixv-impasse",13,11,"impasse","ixv"
"LST9D","lab-synch","img-control",1,-1,"none","img"
"LST9D","lab-synch","img-control",2,-2,"none","img"
"LST9D","lab-synch","img-control",3,-3,"none","img"
"LST9D","lab-synch","img-control",4,-4,"none","img"
"LST9D","lab-synch","img-control",5,-5,"none","img"
"LST9D","lab-synch","img-control",6,-6,"none","img"
"LST9D","lab-synch","img-control",7,-7,"none","img"
"LST9D","lab-synch","img-control",8,-8,"none","img"
"LST9D","lab-synch","img-control",9,-9,"none","img"
"LST9D","lab-synch","img-control",10,-10,"none","img"
"LST9D","lab-synch","img-control",11,-11,"none","img"
"LST9D","lab-synch","img-control",12,-12,"none","img"
"LST9D","lab-synch","img-control",13,-13,"none","img"
"XY7JT","lab-synch","ixv-control",1,1,"none","ixv"
"XY7JT","lab-synch","ixv-control",2,2,"none","ixv"
"XY7JT","lab-synch","ixv-control",3,3,"none","ixv"
"XY7JT","lab-synch","ixv-control",4,4,"none","ixv"
"XY7JT","lab-synch","ixv-control",5,5,"none","ixv"
"XY7JT","lab-synch","ixv-control",6,6,"none","ixv"
"XY7JT","lab-synch","ixv-control",7,7,"none","ixv"
"XY7JT","lab-synch","ixv-control",8,8,"none","ixv"
"XY7JT","lab-synch","ixv-control",9,9,"none","ixv"
"XY7JT","lab-synch","ixv-control",10,10,"none","ixv"
"XY7JT","lab-synch","ixv-control",11,11,"none","ixv"
"XY7JT","lab-synch","ixv-control",12,12,"none","ixv"
"XY7JT","lab-synch","ixv-control",13,13,"none","ixv"
"ZSBDA","lab-synch","img-impasse",1,0,"impasse","img"
"ZSBDA","lab-synch","img-impasse",2,1,"impasse","img"
"ZSBDA","lab-synch","img-impasse",3,2,"impasse","img"
"ZSBDA","lab-synch","img-impasse",4,3,"impasse","img"
"ZSBDA","lab-synch","img-impasse",5,4,"impasse","img"
"ZSBDA","lab-synch","img-impasse",6,5,"impasse","img"
"ZSBDA","lab-synch","img-impasse",7,6,"impasse","img"
"ZSBDA","lab-synch","img-impasse",8,7,"impasse","img"
"ZSBDA","lab-synch","img-impasse",9,8,"impasse","img"
"ZSBDA","lab-synch","img-impasse",10,9,"impasse","img"
"ZSBDA","lab-synch","img-impasse",11,10,"impasse","img"
"ZSBDA","lab-synch","img-impasse",12,11,"impasse","img"
"ZSBDA","lab-synch","img-impasse",13,12,"impasse","img"
"3OTEP","lab-synch","none-impasse",1,1,"impasse","none"
"3OTEP","lab-synch","none-impasse",2,2,"impasse","none"
"3OTEP","lab-synch","none-impasse",3,3,"impasse","none"
"3OTEP","lab-synch","none-impasse",4,4,"impasse","none"
"3OTEP","lab-synch","none-impasse",5,5,"impasse","none"
"3OTEP","lab-synch","none-impasse",6,6,"impasse","none"
"3OTEP","lab-synch","none-impasse",7,7,"impasse","none"
"3OTEP","lab-synch","none-impasse",8,8,"impasse","none"
"3OTEP","lab-synch","none-impasse",9,9,"impasse","none"
"3OTEP","lab-synch","none-impasse",10,10,"impasse","none"
"3OTEP","lab-synch","none-impasse",11,11,"impasse","none"
"3OTEP","lab-synch","none-impasse",12,12,"impasse","none"
"3OTEP","lab-synch","none-impasse",13,13,"impasse","none"
"8DU2W","lab-synch","img-impasse",1,1,"impasse","img"
"8DU2W","lab-synch","img-impasse",2,2,"impasse","img"
"8DU2W","lab-synch","img-impasse",3,3,"impasse","img"
"8DU2W","lab-synch","img-impasse",4,4,"impasse","img"
"8DU2W","lab-synch","img-impasse",5,5,"impasse","img"
"8DU2W","lab-synch","img-impasse",6,6,"impasse","img"
"8DU2W","lab-synch","img-impasse",7,7,"impasse","img"
"8DU2W","lab-synch","img-impasse",8,8,"impasse","img"
"8DU2W","lab-synch","img-impasse",9,9,"impasse","img"
"8DU2W","lab-synch","img-impasse",10,10,"impasse","img"
"8DU2W","lab-synch","img-impasse",11,11,"impasse","img"
"8DU2W","lab-synch","img-impasse",12,12,"impasse","img"
"8DU2W","lab-synch","img-impasse",13,13,"impasse","img"
"VARPG","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",11,9.5,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",12,10.5,"impasse","ixv"
"VARPG","lab-synch","ixv-impasse",13,11.5,"impasse","ixv"
"QB8G8","lab-synch","none-impasse",1,-1,"impasse","none"
"QB8G8","lab-synch","none-impasse",2,-0.5,"impasse","none"
"QB8G8","lab-synch","none-impasse",3,-1.5,"impasse","none"
"QB8G8","lab-synch","none-impasse",4,-2,"impasse","none"
"QB8G8","lab-synch","none-impasse",5,-1,"impasse","none"
"QB8G8","lab-synch","none-impasse",6,-2,"impasse","none"
"QB8G8","lab-synch","none-impasse",7,-2.5,"impasse","none"
"QB8G8","lab-synch","none-impasse",8,-3,"impasse","none"
"QB8G8","lab-synch","none-impasse",9,-4,"impasse","none"
"QB8G8","lab-synch","none-impasse",10,-5,"impasse","none"
"QB8G8","lab-synch","none-impasse",11,-6,"impasse","none"
"QB8G8","lab-synch","none-impasse",12,-7,"impasse","none"
"QB8G8","lab-synch","none-impasse",13,-7.5,"impasse","none"
"DF15K","lab-synch","img-control",1,-1,"none","img"
"DF15K","lab-synch","img-control",2,-1,"none","img"
"DF15K","lab-synch","img-control",3,0,"none","img"
"DF15K","lab-synch","img-control",4,1,"none","img"
"DF15K","lab-synch","img-control",5,2,"none","img"
"DF15K","lab-synch","img-control",6,3,"none","img"
"DF15K","lab-synch","img-control",7,4,"none","img"
"DF15K","lab-synch","img-control",8,5,"none","img"
"DF15K","lab-synch","img-control",9,6,"none","img"
"DF15K","lab-synch","img-control",10,7,"none","img"
"DF15K","lab-synch","img-control",11,8,"none","img"
"DF15K","lab-synch","img-control",12,9,"none","img"
"DF15K","lab-synch","img-control",13,10,"none","img"
"DDGO8","lab-synch","ixv-control",1,1,"none","ixv"
"DDGO8","lab-synch","ixv-control",2,2,"none","ixv"
"DDGO8","lab-synch","ixv-control",3,3,"none","ixv"
"DDGO8","lab-synch","ixv-control",4,4,"none","ixv"
"DDGO8","lab-synch","ixv-control",5,5,"none","ixv"
"DDGO8","lab-synch","ixv-control",6,6,"none","ixv"
